排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,190406,國立中興大學附屬臺中高級農業職業學校,公立,中投區免試入學日間部,高職,不限,臺中市,東區,臺中市東區台中路283號,https://www.tcavs.tc.edu.tw,04-22810010#202、208、209,農場經營科(產特):63(不限);園藝科(產特):63(不限);森林科(產特):31(不限);食品加工科:62(不限);畜產保健科(產特):31(不限);土木科(產特):31(不限);生物產業機電科:32(不限);觀光事業科:32(不限);餐飲管理科:64(不限);幼兒保育科:32(不限),441,441,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,農場經營、園藝、森林、畜產保健、土木等為產業特殊需求類科;另設實用技能與體育班。,,"以農業、食品、畜產、土木、生物產業機電、餐旅與幼保專業實習為主,強調技能檢定、建教合作與務實致用。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8F%B0%E4%B8%AD%E8%B7%AF283%E8%99%9F；學校官網：https://www.tcavs.tc.edu.tw,https://www.tcavs.tc.edu.tw,https://www.tcavs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8F%B0%E4%B8%AD%E8%B7%AF283%E8%99%9F,https://www.tcavs.tc.edu.tw,https://www.tcavs.tc.edu.tw,https://www.tcavs.tc.edu.tw
,190C06,國立中興大學附屬臺中高級農業職業學校進修部,公立,中投區免試入學進修部,進修部,不限,臺中市,東區,臺中市東區台中路283號,https://www.tcavs.tc.edu.tw/night/,04-22810010#702,農場經營科(產特)(夜間班):28(不限);園藝科(產特)(夜間班):28(不限);觀光事業科(夜間班):28(不限);餐飲管理科(夜間班):28(不限),112,112,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,農場經營、園藝、森林、畜產保健、土木等為產業特殊需求類科;另設實用技能與體育班。,,"以農業、食品、畜產、土木、生物產業機電、餐旅與幼保專業實習為主,強調技能檢定、建教合作與務實致用。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8F%B0%E4%B8%AD%E8%B7%AF283%E8%99%9F；學校官網：https://www.tcavs.tc.edu.tw/night/,https://www.tcavs.tc.edu.tw/night/,https://www.tcavs.tc.edu.tw/night/,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8F%B0%E4%B8%AD%E8%B7%AF283%E8%99%9F,https://www.tcavs.tc.edu.tw/night/,https://www.tcavs.tc.edu.tw/night/,https://www.tcavs.tc.edu.tw/night/
,191301,財團法人東海大學附屬高級中等學校,私立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區臺灣大道四段1727號,https://www.hn.thu.edu.tw/index.php,04-23590269#1220,普通科:207(不限),207,207,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科結合東海大學資源、多元選修與自主學習;官網另設國際教育與AP/SAT、IB測驗資源。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E5%9B%9B%E6%AE%B51727%E8%99%9F；學校官網：https://www.hn.thu.edu.tw/index.php,https://www.hn.thu.edu.tw/index.php,https://www.hn.thu.edu.tw/index.php,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E8%87%BA%E7%81%A3%E5%A4%A7%E9%81%93%E5%9B%9B%E6%AE%B51727%E8%99%9F,https://www.hn.thu.edu.tw/index.php,https://www.hn.thu.edu.tw/index.php,https://www.hn.thu.edu.tw/index.php
,191302,葳格學校財團法人臺中市葳格高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,北屯區,臺中市北屯區軍福十八路328號,https://senior.wagor.tc.edu.tw,04-24371728#712,普通科:45(不限);餐飲管理科:44(不限),89,89,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"國際教育與雙語學習為校本特色;另設餐飲管理科,班別依年度招生公告。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網校車服務頁提供A/B/C班車、暑輔及週六定點專車資訊;路線與時間依學期公告。,學生專車依校方校車服務頁與學期公告。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E8%BB%8D%E7%A6%8F%E5%8D%81%E5%85%AB%E8%B7%AF328%E8%99%9F；學校官網：https://senior.wagor.tc.edu.tw,https://senior.wagor.tc.edu.tw/ga/%E6%A0%A1%E8%BB%8A%E6%9C%8D%E5%8B%99,https://senior.wagor.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E8%BB%8D%E7%A6%8F%E5%8D%81%E5%85%AB%E8%B7%AF328%E8%99%9F,https://senior.wagor.tc.edu.tw,https://senior.wagor.tc.edu.tw,https://senior.wagor.tc.edu.tw
,191305,臺中市私立新民高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,北區,臺中市北區健行路111號,https://www.shinmin.tc.edu.tw,04-22334105#6171~6179,普通科:363(不限);機械科:45(不限);資訊科:94(不限);電子科:45(不限);電機科:90(不限);機電科:45(不限);商業經營科:121(不限);資料處理科:37(不限);廣告設計科:45(不限);觀光事業科:79(不限);多媒體設計科:93(不限);應用英語科:81(不限);應用日語科:74(不限);室內設計科:45(不限);表演藝術科:27(不限),1284,1284,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科與工業、商管、外語、設計、表演藝術等多科並設;另有音樂、雙語等特色課程資源。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供交通/專車資訊;學生專車與到校方式依校方公告。,通勤站點與學生專車依校方交通公告;網站未標示全校統一固定步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%81%A5%E8%A1%8C%E8%B7%AF111%E8%99%9F；學校官網：https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw/p/404-1000-1307.php,https://www.shinmin.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%81%A5%E8%A1%8C%E8%B7%AF111%E8%99%9F,https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw
,191308,宜寧學校財團法人臺中市宜寧高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,西屯區,臺中市西屯區東大路一段555號,https://www.inhs.tc.edu.tw,04- 24621800#204,普通科:180(不限);電機科:88(不限);資料處理科:89(不限);觀光事業科:90(不限);電子商務科:45(不限);應用日語科:42(不限),534,534,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科、電機、資處、電商、觀光、應日等多軌;官網另列電競學程與雙語國中部。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%9D%B1%E5%A4%A7%E8%B7%AF%E4%B8%80%E6%AE%B5555%E8%99%9F；學校官網：https://www.inhs.tc.edu.tw,https://www.inhs.tc.edu.tw,https://www.inhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%9D%B1%E5%A4%A7%E8%B7%AF%E4%B8%80%E6%AE%B5555%E8%99%9F,https://www.inhs.tc.edu.tw,https://www.inhs.tc.edu.tw,https://www.inhs.tc.edu.tw
,191309,明德學校財團法人臺中市明德高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,南區,臺中市南區明德街84號,https://www.mdhs.tc.edu.tw,04-22877676#2,普通科:166(不限);商業經營科:47(不限);餐飲管理科:117(不限);多媒體設計科:45(不限);幼兒保育科:74(不限);美容科:117(不限),566,566,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科與商管、餐飲、多媒體、幼保、美容等職業類科並設;各科依專業實習發展特色。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E6%98%8E%E5%BE%B7%E8%A1%9784%E8%99%9F；學校官網：https://www.mdhs.tc.edu.tw,https://www.mdhs.tc.edu.tw,https://www.mdhs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E6%98%8E%E5%BE%B7%E8%A1%9784%E8%99%9F,https://www.mdhs.tc.edu.tw,https://www.mdhs.tc.edu.tw,https://www.mdhs.tc.edu.tw
,191311,臺中市私立衛道高級中學,私立,中投區免試入學日間部,高中,不限,臺中市,北屯區,臺中市北屯區四平路161號,https://www.vtsh.tc.edu.tw,04-22911187# 230,普通科:180(不限),180,180,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科以課程計畫、多元選修與校本活動為主;學校官網未標示固定資優班招生資訊。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。","官網設校專車專區,路線、站點、座位與費用依學期公告。",學生校專車依校方學期公告與登記結果搭乘。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%9B%9B%E5%B9%B3%E8%B7%AF161%E8%99%9F；學校官網：https://www.vtsh.tc.edu.tw,https://www.vtsh.tc.edu.tw/news/%E3%80%90%E6%A0%A1%E5%B0%88%E8%BB%8A%E3%80%91114-1-%E6%A0%A1%E5%B0%88%E8%BB%8A%E8%B2%BB%E7%94%A8%E8%A1%A8/,https://www.vtsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%9B%9B%E5%B9%B3%E8%B7%AF161%E8%99%9F,https://www.vtsh.tc.edu.tw,https://www.vtsh.tc.edu.tw,https://www.vtsh.tc.edu.tw
,191313,臺中市私立曉明女子高級中學,私立,中投區免試入學日間部,高中,女生,臺中市,北區,臺中市北區中清路一段606號,https://www.smgsh.tc.edu.tw,04-22921175#131,普通科:137(女生),137,137,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"普通科女校;官網未標示固定資優班招生資訊,實際特色課程與分組依當年度課程計畫。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E4%B8%AD%E6%B8%85%E8%B7%AF%E4%B8%80%E6%AE%B5606%E8%99%9F；學校官網：https://www.smgsh.tc.edu.tw,https://www.smgsh.tc.edu.tw,https://www.smgsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E4%B8%AD%E6%B8%85%E8%B7%AF%E4%B8%80%E6%AE%B5606%E8%99%9F,https://www.smgsh.tc.edu.tw,https://www.smgsh.tc.edu.tw,https://www.smgsh.tc.edu.tw
,191314,臺中市私立嶺東高級中學,私立,中投區免試入學日間部,綜高,不限,臺中市,南屯區,臺中市南屯區嶺東路2號,https://www.lths.tc.edu.tw,04-23898940#22,普通科:248(不限);汽車科:77(不限);資訊科:35(不限);電子科:32(不限);建築科:35(不限);商業經營科:35(不限);廣告設計科:34(不限);觀光事業科:78(不限);餐飲管理科:34(不限);多媒體設計科:77(不限);應用英語科:35(不限),720,720,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科與汽車、資電、建築、商管、餐旅、設計及應英等多科;另有實用技能與建教合作課程。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%B6%BA%E6%9D%B1%E8%B7%AF2%E8%99%9F；學校官網：https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%B6%BA%E6%9D%B1%E8%B7%AF2%E8%99%9F,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw
,191412,光華學校財團法人臺中市光華高級工業職業學校,私立,中投區免試入學日間部,高職,不限,臺中市,太平區,臺中市太平區東平路18號,https://www.khvs.tc.edu.tw,04-23949009#1120,機械科:23(不限);電機科:23(不限);消防工程科:23(不限),69,69,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"工業技職特色校,發展電機、機械、消防工程及AIoT跨域實作;本次招生資料未列固定資優班。",,"機械、電機、消防工程等工業技術課程,並發展AIoT跨域實作;課程可見智慧農業、感測/無人機、Python、AI、IoT與自動控制等內容。","高年級課程結合企業實習與跨域專題,並以AIoT、機械/電機與消防工程實作成果為主。",學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車站點。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E6%9D%B1%E5%B9%B3%E8%B7%AF18%E8%99%9F；學校官網：https://www.khvs.tc.edu.tw,https://www.khvs.tc.edu.tw/,https://www.khvs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%A4%AA%E5%B9%B3%E5%8D%80%E6%9D%B1%E5%B9%B3%E8%B7%AF18%E8%99%9F,https://www.khvs.tc.edu.tw/,https://www.khvs.tc.edu.tw/,https://www.khvs.tc.edu.tw/
,191B05,臺中市私立新民高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,北區,臺中市北區健行路111號,https://www.shinmin.tc.edu.tw,04-22334105#6167,普通科(日間班):40(不限);機械科(夜間班):40(不限);電機科(夜間班):40(不限);商業經營科(夜間班):40(不限);觀光事業科(夜間班):40(不限);多媒體設計科(夜間班):40(不限);應用英語科(夜間班):40(不限);應用日語科(夜間班):40(不限),320,320,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。",網站未標示進修部全校統一專題題目;各科實習/專題以進修部課程計畫與實習處公告為準。,校本部交通資訊:官網提供交通/專車資訊;學生專車與到校方式依校方公告。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%81%A5%E8%A1%8C%E8%B7%AF111%E8%99%9F；學校官網：https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw/p/404-1000-1307.php,https://www.shinmin.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%81%A5%E8%A1%8C%E8%B7%AF111%E8%99%9F,https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw,https://www.shinmin.tc.edu.tw
,191B14,臺中市私立嶺東高級中學進修部,私立,中投區免試入學進修部,進修部,不限,臺中市,南屯區,臺中市南屯區嶺東路2號,https://www.lths.tc.edu.tw,04-23898940#52,資訊科(夜間班):40(不限);商業經營科(夜間班):40(不限);資料處理科(夜間班):40(不限);觀光事業科(夜間班):80(不限),200,200,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科與汽車、資電、建築、商管、餐旅、設計及應英等多科;另有實用技能與建教合作課程。,,"依官網招生科別與課程計畫,課程方向包含資訊科;專業科目與校訂課程依各科課程計畫辦理。",網站未標示全校統一專題題目;各專業科實習/專題以校方課程計畫與實習處公告為準。,進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%B6%BA%E6%9D%B1%E8%B7%AF2%E8%99%9F；學校官網：https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%B6%BA%E6%9D%B1%E8%B7%AF2%E8%99%9F,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw,https://www.lths.tc.edu.tw
,193301,臺中市立臺中女子高級中等學校,公立,中投區免試入學日間部,高中,女校,臺中市,西區,臺中市西區自由路一段95號,https://www.tcgs.tc.edu.tw,04-22205108#203,普通科:613(女生),613,613,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,數理資優班、人文社會資優班、語文資優班、創意科學實驗班;各班依鑑定或校方遴選辦理。,,普通型高中加深加廣、多元選修與自主學習;資優班強化數理/人社/語文研究、專題實驗、成果發表與競賽。,"不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供交通資訊頁;網站未標示固定學生專車班次。,網站未標示固定學生專車或全校統一通勤時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E8%87%AA%E7%94%B1%E8%B7%AF%E4%B8%80%E6%AE%B595%E8%99%9F；學校官網：https://www.tcgs.tc.edu.tw,https://itcgs.tcgs.tc.edu.tw/tcgs?cid=2602,https://www.tcgs.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E8%87%AA%E7%94%B1%E8%B7%AF%E4%B8%80%E6%AE%B595%E8%99%9F,https://www.tcgs.tc.edu.tw,https://www.tcgs.tc.edu.tw,https://www.tcgs.tc.edu.tw
,193302,臺中市立臺中第一高級中等學校,公立,中投區免試入學日間部,高中,男生,臺中市,北區,臺中市北區育才街2號,https://www.tcfsh.tc.edu.tw,04-22226081#203,普通科:795(男生),795,795,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"科學班、數理資優班、語文資優班、美術班;科學班與陽明交通大學合作,班別依各管道甄選。",,"普通型高中兼顧人文與基礎科學;科學班另設科學專業領域課程,與陽明交大合作授課並可赴大學修課。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",官網提供交通資訊頁;網站未標示固定學生專車班次。,網站未標示固定學生專車或全校統一通勤時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E8%82%B2%E6%89%8D%E8%A1%972%E8%99%9F；學校官網：https://www.tcfsh.tc.edu.tw,https://tcfsh.tc.edu.tw/p/412-1076-20838.php,https://www.tcfsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E8%82%B2%E6%89%8D%E8%A1%972%E8%99%9F,https://www.tcfsh.tc.edu.tw,https://www.tcfsh.tc.edu.tw,https://www.tcfsh.tc.edu.tw
,193303,臺中市立忠明高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,西區,403023 臺中市西區博館路166號,https://cmsh.tc.edu.tw,04-23224690#712,普通科:244(不限),244,244,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"高中部雙語實驗班;另有多元課程與升學銜接,實際編班依當年度公告。",,"普通型高中多元選修與班群課程,雙語實驗班強化雙語沉浸、國際視野與學科整合。",不設固定職業實習;雙語、探究實作、自主學習與專題成果依高中課程計畫辦理。,官網設交通圖/交通資訊入口;網站未標示可直接引用的固定公車路線或學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=403023%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E5%8D%9A%E9%A4%A8%E8%B7%AF166%E8%99%9F；學校官網：https://cmsh.tc.edu.tw,https://cmsh.tc.edu.tw/,https://cmsh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=403023%20%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E5%8D%9A%E9%A4%A8%E8%B7%AF166%E8%99%9F,https://cmsh.tc.edu.tw/,https://cmsh.tc.edu.tw,https://cmsh.tc.edu.tw/
,193313,臺中市立西苑高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區漢翔路188號,https://sysh.tc.edu.tw,04-27016473#714,普通科:241(不限),241,241,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科並發展資訊科技、自主學習與體育專長;固定班別與特色招生依校方年度公告。,,"普通高中課程,以部定必修、加深加廣、多元選修、彈性學習與自主學習為主;校本特色依學校課程計畫辦理。","不設固定職業實習;網站未標示全校統一專題內容,探究實作與自主學習依校方課程計畫辦理。",學校官網未標示具體大眾運輸到校路線或固定學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%BC%A2%E7%BF%94%E8%B7%AF188%E8%99%9F；學校官網：https://sysh.tc.edu.tw,https://sysh.tc.edu.tw,https://sysh.tc.edu.tw,https://www.google.com/maps/search/?api=1&query=%E8%87%BA%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E6%BC%A2%E7%BF%94%E8%B7%AF188%E8%99%9F,https://sysh.tc.edu.tw,https://sysh.tc.edu.tw,https://sysh.tc.edu.tw
